Date,Close
5/24/2018 16:00:00,54.4
5/25/2018 16:00:00,55.87
5/29/2018 16:00:00,54.23
5/30/2018 16:00:00,54.31
5/31/2018 16:00:00,54.05
6/1/2018 16:00:00,54.42
6/4/2018 16:00:00,55.19
6/5/2018 16:00:00,54.67
6/6/2018 16:00:00,54.17
6/7/2018 16:00:00,53.46
6/8/2018 16:00:00,54.09
6/11/2018 16:00:00,54.89
6/12/2018 16:00:00,54.55
6/13/2018 16:00:00,54.65
6/14/2018 16:00:00,54.9
6/15/2018 16:00:00,55.18
6/18/2018 16:00:00,54.8
6/19/2018 16:00:00,53.78
6/20/2018 16:00:00,53.84
6/21/2018 16:00:00,53.73
6/22/2018 16:00:00,52.72
6/25/2018 16:00:00,51.31
6/26/2018 16:00:00,51.07
6/27/2018 16:00:00,49.89
6/28/2018 16:00:00,49.8
6/29/2018 16:00:00,49.54
7/2/2018 16:00:00,49.92
7/3/2018 13:00:00,48.78
7/5/2018 16:00:00,49.26
7/6/2018 16:00:00,49.58
7/9/2018 16:00:00,50.51
7/10/2018 16:00:00,50.6
7/11/2018 16:00:00,49.84
7/12/2018 16:00:00,50.73
7/13/2018 16:00:00,50.77
7/16/2018 16:00:00,50.67
7/17/2018 16:00:00,51.14
7/18/2018 16:00:00,52.8
7/19/2018 16:00:00,53
7/20/2018 16:00:00,51.99
7/23/2018 16:00:00,52.24
7/24/2018 16:00:00,51.68
7/25/2018 16:00:00,51.66
7/26/2018 16:00:00,53.98
7/27/2018 16:00:00,54.46
7/30/2018 16:00:00,53.79
7/31/2018 16:00:00,54.42
8/1/2018 16:00:00,53.59
8/2/2018 16:00:00,53.91
8/3/2018 16:00:00,54.26
8/6/2018 16:00:00,54.42
8/7/2018 16:00:00,54.7
8/8/2018 16:00:00,55.23
8/9/2018 16:00:00,55.34
8/10/2018 16:00:00,54.71
8/13/2018 16:00:00,54.22
8/14/2018 16:00:00,54.76
8/15/2018 16:00:00,55.23
8/16/2018 16:00:00,55.45
8/17/2018 16:00:00,55.65
8/20/2018 16:00:00,57.42
8/21/2018 16:00:00,57.6
8/22/2018 16:00:00,56.91
8/23/2018 16:00:00,56.94
8/24/2018 16:00:00,57.18
8/27/2018 16:00:00,57.75
8/28/2018 16:00:00,58.79
8/29/2018 16:00:00,58.52
8/30/2018 16:00:00,58.44
8/31/2018 16:00:00,58.48
9/4/2018 16:00:00,58.88
9/5/2018 16:00:00,57.21
9/6/2018 16:00:00,56.44
9/7/2018 16:00:00,56.86
9/10/2018 16:00:00,57.56
9/11/2018 16:00:00,58.27
9/12/2018 16:00:00,57.39
9/13/2018 16:00:00,57.82
9/14/2018 16:00:00,57.93
9/17/2018 16:00:00,57.96
9/18/2018 16:00:00,57.83
9/19/2018 16:00:00,57.9
9/20/2018 16:00:00,58.13
9/21/2018 16:00:00,59.61
9/24/2018 16:00:00,57.41
9/25/2018 16:00:00,57.1
9/26/2018 16:00:00,57.51
9/27/2018 16:00:00,58
9/28/2018 16:00:00,57.83
10/1/2018 16:00:00,56.6
10/2/2018 16:00:00,54.69
10/3/2018 16:00:00,54.32
